1373,Adriana Aparecida dos Santos,BRA,Bronze,Basketball Women's Basketball,Basketball,2000 Summer,2000,Summer,Sydney
1379,Adriana "Adrianinha" Moiss Pinto,BRA,Bronze,Basketball Women's Basketball,Basketball,2000 Summer,2000,Summer,Sydney
1388,Attila Adrovicz,HUN,Silver,Canoeing Men's Kayak Fours 1000 metres,Canoeing,1996 Summer,1996,Summer,Atlanta
1412,Klaus Aeffke,GER,Silver,Rowing Men's Coxed Eights,Rowing,1964 Summer,1964,Summer,Tokyo
1440,Kseniya Dmitriyevna Afanasyeva,RUS,Silver,Gymnastics Women's Team All-Around,Gymnastics,2012 Summer,2012,Summer,London
1455,Maksim Sergeyevich Afinogenov,RUS,Bronze,Ice Hockey Men's Ice Hockey,Ice Hockey,2002 Winter,2002,Winter,Salt Lake City
1461,Olabisi "Bisi" Afolabi,NGR,Silver,Athletics Women's 4 x 400 metres Relay,Athletics,1996 Summer,1996,Summer,Atlanta
1468,Felicia Afrsiloaie (-Jitianu),ROU,Bronze,Rowing Women's Coxed Quadruple Sculls,Rowing,1976 Summer,1976,Summer,Montreal
1469,Cecil Sebastian Afrika,RSA,Bronze,Rugby Sevens Men's Rugby Sevens,Rugby Sevens,2016 Summer,2016,Summer,Rio de Janeiro
1487,Muhammad Afzal Manna,PAK,Silver,Hockey Men's Hockey,Hockey,1964 Summer,1964,Summer,Tokyo
1488,Timothy Ernest Victor Kwizera "Tim" Agaba,RSA,Bronze,Rugby Sevens Men's Rugby Sevens,Rugby Sevens,2016 Summer,2016,Summer,Rio de Janeiro
1491,Lavinia Agache (-Carney),ROU,Gold,Gymnastics Women's Team All-Around,Gymnastics,1984 Summer,1984,Summer,Los Angeles
1493,Lavinia Agache (-Carney),ROU,Bronze,Gymnastics Women's Horse Vault,Gymnastics,1984 Summer,1984,Summer,Los Angeles
1501,Luca Agamennoni,ITA,Bronze,Rowing Men's Coxless Fours,Rowing,2004 Summer,2004,Summer,Athina
1502,Luca Agamennoni,ITA,Silver,Rowing Men's Quadruple Sculls,Rowing,2008 Summer,2008,Summer,Beijing
1514,Andre Kirk Agassi,USA,Gold,Tennis Men's Singles,Tennis,1996 Summer,1996,Summer,Atlanta
1524,Clarisse Agbegnenou,FRA,Silver,Judo Women's Half-Middleweight,Judo,2016 Summer,2016,Summer,Rio de Janeiro
1539,Viktor Ivanovich Ageyev,URS,Bronze,Water Polo Men's Water Polo,Water Polo,1956 Summer,1956,Summer,Melbourne
1540,Viktor Ivanovich Ageyev,URS,Silver,Water Polo Men's Water Polo,Water Polo,1960 Summer,1960,Summer,Roma
1541,Viktor Ivanovich Ageyev,URS,Bronze,Water Polo Men's Water Polo,Water Polo,1964 Summer,1964,Summer,Tokyo
1568,Marilyn Agliotti,NED,Gold,Hockey Women's Hockey,Hockey,2008 Summer,2008,Summer,Beijing
1569,Marilyn Agliotti,NED,Gold,Hockey Women's Hockey,Hockey,2012 Summer,2012,Summer,London
1573,Yannick Agnel,FRA,Gold,Swimming Men's 200 metres Freestyle,Swimming,2012 Summer,2012,Summer,London
1574,Yannick Agnel,FRA,Gold,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming,2012 Summer,2012,Summer,London
1575,Yannick Agnel,FRA,Silver,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming,2012 Summer,2012,Summer,London
1582,Meghan Christina Agosta (-Marciano),CAN,Gold,Ice Hockey Women's Ice Hockey,Ice Hockey,2006 Winter,2006,Winter,Torino
1583,Meghan Christina Agosta (-Marciano),CAN,Gold,Ice Hockey Women's Ice Hockey,Ice Hockey,2010 Winter,2010,Winter,Vancouver
1584,Meghan Christina Agosta (-Marciano),CAN,Gold,Ice Hockey Women's Ice Hockey,Ice Hockey,2014 Winter,2014,Winter,Sochi
1592,Benjamin Alexandro "Ben" Agosto,USA,Silver,Figure Skating Mixed Ice Dancing,Figure Skating,2006 Winter,2006,Winter,Torino
1595,Judit goston-Mendelnyi,HUN,Gold,Fencing Women's Foil Team,Fencing,1964 Summer,1964,Summer,Tokyo
1620,Sergio Leonel Agero del Castillo,ARG,Gold,Football Men's Football,Football,2008 Summer,2008,Summer,Beijing
1621,Taismary "Tai" Agero Leiva (-Botteghi),CUB,Gold,Volleyball Women's Volleyball,Volleyball,2000 Summer,2000,Summer,Sydney
1667,Jos Aguilar Pulsn,CUB,Bronze,Boxing Men's Light-Welterweight,Boxing,1980 Summer,1980,Summer,Moskva
1674,Macarena Aguilar Daz,ESP,Bronze,Handball Women's Handball,Handball,2012 Summer,2012,Summer,London
1689,Sandra Aguilar Navarro,ESP,Silver,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,2016 Summer,2016,Summer,Rio de Janeiro
1696,Jorge Luis Aguilera Ruiz,CUB,Bronze,Athletics Men's 4 x 100 metres Relay,Athletics,1992 Summer,1992,Summer,Barcelona
1728,Sri Wahyuni Agustiani,INA,Silver,Weightlifting Women's Flyweight,Weightlifting,2016 Summer,2016,Summer,Rio de Janeiro
1748,Robyn Mokihana Ah Mow-Santos,USA,Silver,Volleyball Women's Volleyball,Volleyball,2008 Summer,2008,Summer,Beijing
1759,Kevin Joseph Ahearn,USA,Silver,Ice Hockey Men's Ice Hockey,Ice Hockey,1972 Winter,1972,Winter,Sapporo
1763,Timothy Joseph "Tim" Ahearne,GBR,Gold,Athletics Men's Triple Jump,Athletics,1908 Summer,1908,Summer,London
1780,Mats Bertil hlberg,SWE,Bronze,Ice Hockey Men's Ice Hockey,Ice Hockey,1980 Winter,1980,Winter,Lake Placid
1783,Annica Gunilla hln,SWE,Bronze,Ice Hockey Women's Ice Hockey,Ice Hockey,2002 Winter,2002,Winter,Salt Lake City
1784,Thomas Valter hln,SWE,Bronze,Ice Hockey Men's Ice Hockey,Ice Hockey,1984 Winter,1984,Winter,Sarajevo
1795,Christian Ahlmann,GER,Bronze,Equestrianism Mixed Jumping Team,Equestrianism,2004 Summer,2004,Summer,Athina
1801,Christian Ahlmann,GER,Bronze,Equestrianism Mixed Jumping Team,Equestrianism,2016 Summer,2016,Summer,Rio de Janeiro
1815,Tontowi Ahmad,INA,Gold,Badminton Mixed Doubles,Badminton,2016 Summer,2016,Summer,Rio de Janeiro
1824,Arne Per hman,SWE,Gold,Athletics Men's Triple Jump,Athletics,1948 Summer,1948,Summer,London
1827,Jrg Ahmann,GER,Bronze,Beach Volleyball Men's Beach Volleyball,Beach Volleyball,2000 Summer,2000,Summer,Sydney
